body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status,activity_ratio,eating_efficiency,vital_sign_index
39.457441117773136,Cross Breed,6.844092760230233,20.44311972054564,5238.316757271858,6.6428931894201595,1,39.4490761068071,1.5973804999679915,15.227197189229328,3.589211391918349,2,Black faeces,unhealthy,239.5197,0.4451,-2.0533
38.40786501342722,Normal Breed,23.932674298167385,33.24823901850996,13700.819069698136,2.8489899309640316,3,43.88953344027797,3.280422259693555,12.617738380008172,5.957712988174701,3,very liquid faeces,healthy,885.8253,0.5506,-1.3784
39.56929949326631,Normal Breed,15.145930756978753,25.757624619810592,6095.66938551568,6.060924429896107,2,36.17798569910938,2.052774063420945,15.968776851968933,3.3121884453196486,2,Black faeces,unhealthy,276.7023,0.6198,-1.7371
39.74003604374421,Cross Breed,3.998972824404044,19.92594162559029,5639.523609875755,5.864771958608059,4,40.539271448193226,1.9164981456865318,14.04355391866491,3.387416011559218,3,very liquid faeces,unhealthy,283.2746,0.5658,-1.7134
38.501918695103434,Cross Breed,9.60791221963672,27.79049347280298,12370.003761353379,3.804866620871874,2,54.57123250505768,2.731519493444623,11.804290367398304,6.365182411968208,3,extremely firm,healthy,792.4838,0.4291,-0.7619
39.63697027899143,Normal Breed,11.10855321763761,23.300678088686777,5166.654678513182,5.871493086730025,2,46.97083293364824,2.394144376302529,15.068770716819266,3.949938588016028,2,ideal,unhealthy,246.733,0.6061,-0.8359
38.1,Normal Breed,25.6,33.0,13257.0,3.8,5,52.0,4.6,12.8,7.0,4,ideal,healthy,,,
38.761092774891495,Normal Breed,20.236611478042427,46.9700592114004,11843.737998754548,3.201319524343896,2,75.24581891127049,2.898400629152697,14.595346153237763,5.137985330098185,2,ideal,healthy,665.5032,0.5641,3.4827
39.5,Normal Breed,17.6,24.0,6962.0,6.1,2,44.0,1.8,16.1,3.3,3,Fresh blood in faeces,unhealthy,,,
38.45588623778858,Cross Breed,12.05442018148973,30.24964331472004,14072.782287279391,3.371717414473287,5,72.79289170994936,3.7977835554556925,12.738649286801179,5.897424175100583,5,Black faece,healthy,873.5234,0.644,1.2601
39.86966657324635,Normal Breed,16.867423148463644,30.435599707266313,6673.5567488051765,6.671608259769261,2,49.67185970899179,1.9128295975986014,16.97259546363563,3.5131871407796056,4,extremely firm,unhealthy,282.2492,0.5445,0.3804
38.314827805037865,Cross Breed,14.558636125055092,40.52777198926332,11897.114838318712,3.1515403283891477,2,58.11195885651672,3.2822159481812756,14.712176564232017,7.007219545734464,4,Black faece,healthy,665.9932,0.4684,0.6788
38.00387838571525,Normal Breed,21.505416387479805,44.932531452012455,11408.986171653245,3.2675085023982926,1,70.70612879778099,2.0557361815896447,14.970907948309986,5.980515159699043,2,Fresh blood in faeces,healthy,625.547,0.3437,2.0677
38.24346418430931,Cross Breed,11.412590809029314,28.984993558885765,14010.516363843119,3.5817086797960127,2,62.32036099516246,2.4448214347600947,12.47036114803094,4.552930222827118,3,Black faeces,healthy,872.8168,0.537,-0.126
37.87661657399688,Cross Breed,13.468588121839842,49.9256283958823,12980.320243691947,3.7284797963914267,2,52.34196253172939,3.573997896287005,13.28711305737806,5.938427643834378,5,Black faece,healthy,762.8485,0.6018,0.6034
40.0,Cross Breed,5.5,19.0,5462.0,6.7,2,44.0,2.3,15.0,4.2,1,Fresh blood in faeces,unhealthy,,,
38.3,Normal Breed,24.3,42.0,12197.0,3.5,3,77.0,4.0,11.9,5.9,3,ideal,healthy,,,
39.4171176950698,Normal Breed,16.763194071142536,28.51492803739772,5873.990397832654,6.431788654698967,3,50.86846999924181,2.1266148677617824,17.226207090540385,3.5294188005691636,2,very liquid faeces,unhealthy,248.2877,0.6025,-0.1445
39.794363328888615,Normal Breed,15.040551399872033,22.943699704940077,5350.641239025132,6.038915141902892,3,36.30721516314078,2.1257853043459423,14.667212776834305,4.404853099925116,2,Black faece,unhealthy,258.4086,0.4826,-1.7805
39.75517535758562,Cross Breed,6.302379208231613,20.415136846647876,5968.311342159513,6.701120050763459,1,40.32086396039558,2.509446617376091,13.822288374814255,4.578988151684242,1,Fresh blood in faeces,unhealthy,290.8051,0.548,-1.6712
38.16247987396493,Cross Breed,9.919358813690128,29.45421470593992,12892.072311997626,3.857662851026224,2,76.231184283146,2.602575047448944,11.776925185937476,5.934694018055802,2,Black faece,healthy,824.5866,0.4385,1.231
39.744007729188446,Normal Breed,11.61456744644708,18.721668718507246,5522.49603750174,7.519618709652391,1,29.55349757357226,1.487675803992179,13.883768624150418,3.186043139123777,2,very liquid faeces,unhealthy,258.0197,0.4669,-2.9285
39.90361520679158,Cross Breed,3.5533296311540337,18.581204311721905,4653.274101545504,6.551119228271102,5,48.66218812390629,2.8119899922326645,14.412617036243331,5.121435828888438,5,Black faeces,unhealthy,221.9678,0.5491,-0.872
39.538032932105025,Cross Breed,1.1821815056545089,17.23378544219384,4931.151705548835,6.600311664066939,1,40.91471945534723,1.7128633796739703,14.931156655242802,3.257483688771135,2,Fresh blood in faeces,unhealthy,229.0207,0.5258,-2.1471
39.75474115091683,Cross Breed,3.3287969517954243,13.46093623297816,5741.93154085866,7.809180260147091,2,46.94733821540834,2.373665135362853,13.726885662114881,3.0218558102063096,1,Fresh blood in faeces,unhealthy,266.6193,0.7855,-1.7044
38.0,Normal Breed,22.7,44.0,11167.0,3.0,1,73.0,2.2,13.7,5.6,2,ideal,healthy,,,
38.821330616995624,Normal Breed,15.8203487083826,48.291595017503056,11379.630887446985,3.5032562953234083,2,67.72552017875248,2.441928659936907,12.754390565695175,4.8611484863203644,1,ideal,healthy,699.9556,0.5023,2.923
38.67266667375741,Cross Breed,12.980233350057192,42.170741731134086,12034.096271456203,3.103831648081817,3,70.77038700587116,3.196467831980438,13.304542250255286,5.111863600821116,3,Black faece,healthy,733.4119,0.6253,2.4668
37.99377404958279,Cross Breed,11.264703307325714,37.82721939600927,13212.118070836588,3.532339232728693,5,50.13740034148551,3.3820584067344583,12.053693271955124,5.917457742405419,3,Black faece,healthy,847.6896,0.5715,-0.7098
38.805779525011985,Normal Breed,26.055704027137782,26.533677719426965,11644.141784965872,4.557637889866905,4,54.08505844313448,4.682143332659832,14.330102461332615,6.334754427657005,4,Black faeces,healthy,616.4921,0.7391,-0.6323
38.0143994246665,Normal Breed,25.030596360808456,33.48706910620021,12724.593834739979,3.5194652720934707,5,45.346826122356745,4.239511476537031,13.242796602855277,6.6631066275514605,5,Fresh blood in faeces,healthy,759.1215,0.6363,-1.6022
39.49140363637106,Cross Breed,6.317221583412751,16.121078388094947,6468.4133450541385,6.476752463112222,2,43.07316814147177,2.7047641152342816,15.859675946504762,3.7078317278338853,2,Black faeces,unhealthy,289.5903,0.7295,-2.0892
38.6,Cross Breed,10.5,29.0,12734.0,3.9,2,51.0,2.9,12.1,6.2,2,ideal,healthy,,,
39.91556823141711,Normal Breed,20.71372096574455,11.388446015985497,6069.784143295732,5.633471868264014,1,37.28776311255854,1.538618715095414,15.113734730311823,3.487681897612321,3,very liquid faeces,unhealthy,292.5591,0.4412,-2.7168
38.06670220222448,Cross Breed,12.319973841257218,39.867338962212045,10935.51051102021,3.212322443380991,4,70.32093787565888,3.672269710125242,14.159707631858408,4.994349875633567,4,extremely firm,healthy,629.4895,0.7353,1.5855
38.9,Normal Breed,24.1,37.0,11987.0,4.2,2,62.0,3.9,12.2,5.8,4,ideal,healthy,,,
38.1,Cross Breed,14.9,48.0,12431.0,3.9,3,51.0,3.5,12.2,6.2,4,ideal,healthy,,,
39.360788071062,Cross Breed,2.8519301025828585,17.581080961988143,6149.868673940278,6.815129243603591,4,40.539517624904825,2.3017774608441908,15.133154737746501,3.093721465428297,1,Black faeces,unhealthy,280.1982,0.744,-2.3272
37.87163643068935,Cross Breed,14.632722226967722,40.22982221363941,13646.106023858281,3.525689472428819,2,47.47129689980743,3.201704959533536,15.65052671786493,6.432332759894509,4,very liquid faeces,unhealthy,711.6162,0.4978,-0.8583
39.208438927722575,Cross Breed,6.434538195047816,19.923228800991215,6830.134137815216,7.346910102965111,3,54.42146115584024,2.1181819208769648,15.803303613443022,2.8445072388726653,2,Fresh blood in faeces,unhealthy,295.0355,0.7447,-0.8571
39.901774366208976,Cross Breed,6.460063288188561,21.71770405684923,5033.262800128598,7.029997143159736,4,46.30730917037919,2.7638536911444893,14.991684140443967,4.7921624848169015,3,ideal,unhealthy,228.5594,0.5767,-0.7957
